director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb,genres_str
Rama Burshtein,Noa Kooler,Amos Tamam,Oz Zehavi,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",the wedding plan,Noa Kooler Amos Tamam Oz Zehavi Rama Burshtein Comedy Romance,Comedy Romance
Richard Curtis Mat Whitecross,Hugh Grant,Colin Firth,Liam Neeson,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",red nose day actually,Hugh Grant Colin Firth Liam Neeson Richard Curtis Mat Whitecross TV Movie Comedy Romance,TV Movie Comedy Romance
Nick Broomfield Rudi Dolezal,Whitney Houston,Bobbi Kristina Brown,Bobby Brown,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",whitney: can i be me,Whitney Houston Bobbi Kristina Brown Bobby Brown Nick Broomfield Rudi Dolezal Music Documentary,Music Documentary
Luc Besson,Dane DeHaan,Cara Delevingne,Clive Owen,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",valerian and the city of a thousand planets,Dane DeHaan Cara Delevingne Clive Owen Luc Besson Adventure Science Fiction Action,Adventure Science Fiction Action
Mathieu Ratthe,Alex C. Nachi,Mathieu Ratthe,Victor Andres Turgeon-Trelles,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",the gracefield incident,Alex C. Nachi Mathieu Ratthe Victor Andres Turgeon-Trelles Mathieu Ratthe Horror Science Fiction Action,Horror Science Fiction Action
Amir Bar-Lev,Jerry Garcia,Bob Weir,Mickey Hart,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",long strange trip,Jerry Garcia Bob Weir Mickey Hart Amir Bar-Lev Music Documentary,Music Documentary
Michael Barnett,Bill Nye,Jeffrey Kluger,Neil deGrasse Tyson,"[{'id': 99, 'name': 'Documentary'}]",the mars generation,Bill Nye Jeffrey Kluger Neil deGrasse Tyson Michael Barnett Documentary,Documentary
Gábor Herendi Buda Gulyás,Ervin Nagy,Petrik Andrea,Tibor Gáspár,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",kincsem,Ervin Nagy Petrik Andrea Tibor Gáspár Gábor Herendi Buda Gulyás Romance Adventure Drama History,Romance Adventure Drama History
André Erkau,Kostja Ullmann,Marleen Lohse,Wotan Wilke Möhring,"[{'id': 35, 'name': 'Comedy'}]",happy burnout,Kostja Ullmann Marleen Lohse Wotan Wilke Möhring André Erkau Comedy,Comedy
Sergey Ginzburg,Konstantin Kryukov,Михаил Пореченков,Aglaya Shilovskaya,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",vamps,Konstantin Kryukov Михаил Пореченков Aglaya Shilovskaya Sergey Ginzburg Horror Action Fantasy Thriller,Horror Action Fantasy Thriller
Bob Schultz Robert Conway,Whitney Moore,William 'Bill' Connor,Owen Conway,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",breakdown lane,Whitney Moore William 'Bill' Connor Owen Conway Bob Schultz Robert Conway Drama Horror Thriller,Drama Horror Thriller
Guillaume Canet,Guillaume Canet,Marion Cotillard,Gilles Lellouche,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",rock'n roll,Guillaume Canet Marion Cotillard Gilles Lellouche Guillaume Canet Comedy Music,Comedy Music
Brian Goodman,Jonathan Rhys Meyers,Antonio Banderas,Piper Perabo,"[{'id': 53, 'name': 'Thriller'}]",black butterfly,Jonathan Rhys Meyers Antonio Banderas Piper Perabo Brian Goodman Thriller,Thriller
Patrick O'Dell,Steve Rocco,Jeff Tremaine,Johnny Knoxville,"[{'id': 99, 'name': 'Documentary'}]",dumb: the story of big brother magazine,Steve Rocco Jeff Tremaine Johnny Knoxville Patrick O'Dell Documentary,Documentary
Emer Reynolds,Frank Drake,John Casani,Lawrence Krauss,"[{'id': 99, 'name': 'Documentary'}]",the farthest,Frank Drake John Casani Lawrence Krauss Emer Reynolds Documentary,Documentary
Toby Genkel Reza Memari,Tilman Döbler,Cooper Kelly Kramer,Shannon Conley,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",a stork's journey,Tilman Döbler Cooper Kelly Kramer Shannon Conley Toby Genkel Reza Memari Adventure Animation,Adventure Animation
Nick Hamm,Timothy Spall,Colm Meaney,Freddie Highmore,"[{'id': 18, 'name': 'Drama'}]",the journey,Timothy Spall Colm Meaney Freddie Highmore Nick Hamm Drama,Drama
Roger Donaldson,Dwayne Cameron,Mario Andretti,Alastair Caldwell,"[{'id': 99, 'name': 'Documentary'}]",mclaren,Dwayne Cameron Mario Andretti Alastair Caldwell Roger Donaldson Documentary,Documentary
Blake Freeman,Danny Trejo,Casper Van Dien,Mindy Robinson,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",all about the money,Danny Trejo Casper Van Dien Mindy Robinson Blake Freeman Comedy Action Adventure,Comedy Action Adventure
Gerard Barrett,Chloë Grace Moretz,Thomas Mann,Richard Armitage,"[{'id': 18, 'name': 'Drama'}]",brain on fire,Chloë Grace Moretz Thomas Mann Richard Armitage Gerard Barrett Drama,Drama
Kim Joon-Sung,Go Soo,Sol Kyung-gu,Park Yoo-chun,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",lucid dream,Go Soo Sol Kyung-gu Park Yoo-chun Kim Joon-Sung Science Fiction Thriller,Science Fiction Thriller
Jason Bourque,Sean Bean,Mary McCormack,Joel David Moore,"[{'id': 53, 'name': 'Thriller'}]",drone,Sean Bean Mary McCormack Joel David Moore Jason Bourque Thriller,Thriller
Patrik Syversen,Marte Germaine Christensen,Patrick Stewart,Tom Rhys Harries,"[{'id': 12, 'name': 'Adventure'}]",dragonheart: battle for the heartfire,Marte Germaine Christensen Patrick Stewart Tom Rhys Harries Patrik Syversen Adventure,Adventure
Nicole Jones-Dion,Anna Harr,Mark Grossman,Phyllis Spielman,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",stasis,Anna Harr Mark Grossman Phyllis Spielman Nicole Jones-Dion Adventure Science Fiction,Adventure Science Fiction
Anita Barbosa,Isis Valverde,Gil Coelho,Joaquim Lopes,"[{'id': 10749, 'name': 'Romance'}]",amor.com,Isis Valverde Gil Coelho Joaquim Lopes Anita Barbosa Romance,Romance
Frank Lotito,Roni Akurati,Brighton Sharbino,Jason Lee,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",growing up smith,Roni Akurati Brighton Sharbino Jason Lee Frank Lotito Comedy Family Drama,Comedy Family Drama
Deb Shoval,Lola Kirke,Breeda Wool,Dale Soules,"[{'id': 18, 'name': 'Drama'}]",awol,Lola Kirke Breeda Wool Dale Soules Deb Shoval Drama,Drama
Oren Uziel,Rainn Wilson,Benjamin Walker,John Michael Higgins,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",shimmer lake,Rainn Wilson Benjamin Walker John Michael Higgins Oren Uziel Thriller Crime Drama Mystery,Thriller Crime Drama Mystery
Alan Mak Anthony Pun,Huang Xuan,Duan Yihong,Lang Yueting,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",extraordinary mission,Huang Xuan Duan Yihong Lang Yueting Alan Mak Anthony Pun Action Crime Thriller,Action Crime Thriller
Tommy Wirkola,Noomi Rapace,Marwan Kenzari,Christian Rubeck,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",what happened to monday,Noomi Rapace Marwan Kenzari Christian Rubeck Tommy Wirkola Science Fiction Thriller,Science Fiction Thriller
Ben Stassen Jérémie Degruson,Tom Beck,Cinda Adams,Bob Barlen,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",the son of bigfoot,Tom Beck Cinda Adams Bob Barlen Ben Stassen Jérémie Degruson Animation Comedy,Animation Comedy
Kentaro Hagiwara,Masataka Kubota,Yu Aoi,Fumika Shimizu,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tokyo ghoul,Masataka Kubota Yu Aoi Fumika Shimizu Kentaro Hagiwara Action Drama Horror Thriller,Action Drama Horror Thriller
Ildikó Enyedi,Alexandra Borbély,Morcsányi Géza,Zoltán Schneider,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",on body and soul,Alexandra Borbély Morcsányi Géza Zoltán Schneider Ildikó Enyedi Drama Romance,Drama Romance
David Leitch,Charlize Theron,James McAvoy,Sofia Boutella,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",atomic blonde,Charlize Theron James McAvoy Sofia Boutella David Leitch Action Thriller,Action Thriller
Gordon Chan,Vincent Zhao,Sammo Hung,Regina Wan,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",god of war,Vincent Zhao Sammo Hung Regina Wan Gordon Chan Action History,Action History
Tommy Stovall,James Martinez,Trevor Sterling Stovall,Michael Chieffo,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",aaron's blood,James Martinez Trevor Sterling Stovall Michael Chieffo Tommy Stovall Drama Horror Mystery Thriller,Drama Horror Mystery Thriller
Kim Tae-yoon,Jung Woo,Kang Ha-Neul,Kim Hae-sook,"[{'id': 18, 'name': 'Drama'}]",new trial,Jung Woo Kang Ha-Neul Kim Hae-sook Kim Tae-yoon Drama,Drama
David Leveaux,Lily James,Jai Courtney,Eddie Marsan,"[{'id': 18, 'name': 'Drama'}]",the exception,Lily James Jai Courtney Eddie Marsan David Leveaux Drama,Drama
Jay Baruchel,Seann William Scott,Alison Pill,Marc-André Grondin,"[{'id': 35, 'name': 'Comedy'}]",goon: last of the enforcers,Seann William Scott Alison Pill Marc-André Grondin Jay Baruchel Comedy,Comedy
Christopher Nolan,Fionn Whitehead,Tom Glynn-Carney,Jack Lowden,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",dunkirk,Fionn Whitehead Tom Glynn-Carney Jack Lowden Christopher Nolan Action Drama History Thriller War,Action Drama History Thriller War
Bharathan,Vijay,Keerthi Suresh,Jagapati Babu,"[{'id': 28, 'name': 'Action'}]",bairavaa,Vijay Keerthi Suresh Jagapati Babu Bharathan Action,Action
Alberto G. Rodriguez,Eric Roberts,Leila Almas,Jaime Zevallos,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",the summoning,Eric Roberts Leila Almas Jaime Zevallos Alberto G. Rodriguez Thriller Drama Mystery,Thriller Drama Mystery
Mark Cullen,Bruce Willis,Jason Momoa,John Goodman,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",once upon a time in venice,Bruce Willis Jason Momoa John Goodman Mark Cullen Action Comedy Thriller,Action Comedy Thriller
Carlo Guillermo Proto,Denis Harting,Peggy Roux,Lauviah Harting,"[{'id': 99, 'name': 'Documentary'}]",resurrecting hassan,Denis Harting Peggy Roux Lauviah Harting Carlo Guillermo Proto Documentary,Documentary
Bonni Cohen Jon Shenk,Al Gore,Barack Obama,Donald Trump,"[{'id': 99, 'name': 'Documentary'}]",an inconvenient sequel: truth to power,Al Gore Barack Obama Donald Trump Bonni Cohen Jon Shenk Documentary,Documentary
Neill Blomkamp,Sigourney Weaver,Eugene Khumbanyiwa,Robert Hobbs,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",rakka,Sigourney Weaver Eugene Khumbanyiwa Robert Hobbs Neill Blomkamp Action Science Fiction,Action Science Fiction
Thomas Q. Napper,Johnny Harris,Ian McShane,Ray Winstone,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",jawbone,Johnny Harris Ian McShane Ray Winstone Thomas Q. Napper Action Drama,Action Drama
Sung-hoon Kim,Hyun Bin,Yoo Hae-jin,Kim Joo-hyuk,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",confidential assignment,Hyun Bin Yoo Hae-jin Kim Joo-hyuk Sung-hoon Kim Action Drama Comedy,Action Drama Comedy
Alex Merkin,Dolph Lundgren,Denise Richards,Greer Grammer,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",altitude,Dolph Lundgren Denise Richards Greer Grammer Alex Merkin Action Thriller,Action Thriller
David Firth,David Firth,Carla Simpson,Christian Webb,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",cream,David Firth Carla Simpson Christian Webb David Firth Animation Comedy Science Fiction,Animation Comedy Science Fiction
Hatem Khraiche,Clara Lago,Belén Rueda,Álex González,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",orbiter 9,Clara Lago Belén Rueda Álex González Hatem Khraiche Drama Science Fiction Romance,Drama Science Fiction Romance
John Scheinfeld,Denzel Washington,Common,Bill Clinton,"[{'id': 99, 'name': 'Documentary'}]",chasing trane,Denzel Washington Common Bill Clinton John Scheinfeld Documentary,Documentary
Steve James,Neil Barofsky,Ti-Hua Chang,Jiayang Fan,"[{'id': 99, 'name': 'Documentary'}]",abacus: small enough to jail,Neil Barofsky Ti-Hua Chang Jiayang Fan Steve James Documentary,Documentary
Michael Bay,Mark Wahlberg,Josh Duhamel,Laura Haddock,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",transformers: the last knight,Mark Wahlberg Josh Duhamel Laura Haddock Michael Bay Action Science Fiction Thriller Adventure,Action Science Fiction Thriller Adventure
Jonathan Teplitzky,Brian Cox,Miranda Richardson,John Slattery,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",churchill,Brian Cox Miranda Richardson John Slattery Jonathan Teplitzky Drama Thriller War,Drama Thriller War
Kabir Khan,Salman Khan,Zhu Zhu,Sohail Khan,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",tubelight,Salman Khan Zhu Zhu Sohail Khan Kabir Khan Drama History War,Drama History War
Ronnie Thompson,Matthew Goode,Joely Richardson,Larry Lamb,"[{'id': 80, 'name': 'Crime'}]",the hatton garden job,Matthew Goode Joely Richardson Larry Lamb Ronnie Thompson Crime,Crime
Joel Hopkins,Diane Keaton,Brendan Gleeson,James Norton,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",hampstead,Diane Keaton Brendan Gleeson James Norton Joel Hopkins Romance Comedy,Romance Comedy
Minhal Baig,Kyle Allen,Isabelle Fuhrman,Justin Chatwin,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1 night,Kyle Allen Isabelle Fuhrman Justin Chatwin Minhal Baig Drama Romance,Drama Romance
Michael John Warren Alex Timbers,Nick Kroll,John Mulaney,Steve Martin,"[{'id': 35, 'name': 'Comedy'}]","oh, hello: on broadway",Nick Kroll John Mulaney Steve Martin Michael John Warren Alex Timbers Comedy,Comedy
Douglas Barr,Courtney Thorne-Smith,James Tupper,Adam DiMarco,"[{'id': 9648, 'name': 'Mystery'}]",site unseen: an emma fielding mystery,Courtney Thorne-Smith James Tupper Adam DiMarco Douglas Barr Mystery,Mystery
Phil Guidry Simon Herbert David Whelan,Monica Davis,Edward L. Green,Patrick Pedraza,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",savageland,Monica Davis Edward L. Green Patrick Pedraza Phil Guidry Simon Herbert David Whelan Horror Mystery,Horror Mystery
Léa Mysius,Noée Abita,Laure Calamy,Juan Cano,"[{'id': 18, 'name': 'Drama'}]",ava,Noée Abita Laure Calamy Juan Cano Léa Mysius Drama,Drama
Brent Bonacorso,Bella Thorne,Halston Sage,Taylor John Smith,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",you get me,Bella Thorne Halston Sage Taylor John Smith Brent Bonacorso Thriller Romance Drama,Thriller Romance Drama
John Shea,Eric Dane,Natalie Zea,Amy Madigan,"[{'id': 53, 'name': 'Thriller'}]",grey lady,Eric Dane Natalie Zea Amy Madigan John Shea Thriller,Thriller
Joshua Safdie Ben Safdie,Robert Pattinson,Jennifer Jason Leigh,Ben Safdie,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",good time,Robert Pattinson Jennifer Jason Leigh Ben Safdie Joshua Safdie Ben Safdie Drama Thriller Crime,Drama Thriller Crime
Jason Flemyng,Charlie Cox,Tony Curran,Mackenzie Crook,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",eat locals,Charlie Cox Tony Curran Mackenzie Crook Jason Flemyng Action Comedy Horror,Action Comedy Horror
Marc Waltman,Sanne Langelaar,Fockeline Ouwerkerk,Imanuelle Grives,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tuintje in mijn hart,Sanne Langelaar Fockeline Ouwerkerk Imanuelle Grives Marc Waltman Romance Drama,Romance Drama
Víctor García León,Santiago Alverú,Pepe Ocio,Alicia Rubio,"[{'id': 35, 'name': 'Comedy'}]",selfie,Santiago Alverú Pepe Ocio Alicia Rubio Víctor García León Comedy,Comedy
Han Han,Eddie Peng,Deng Chao,Zhao Liying,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",duckweed,Eddie Peng Deng Chao Zhao Liying Han Han Comedy Drama,Comedy Drama
K. V. Anand,Vijay Sethupathi,Madonna Sebastian,T. Rajendar,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",kavan,Vijay Sethupathi Madonna Sebastian T. Rajendar K. V. Anand Thriller Drama,Thriller Drama
Andrew J. Cohen,Amy Poehler,Will Ferrell,Allison Tolman,"[{'id': 35, 'name': 'Comedy'}]",the house,Amy Poehler Will Ferrell Allison Tolman Andrew J. Cohen Comedy,Comedy
Laurent Bouzereau,Guillermo del Toro,Steven Spielberg,Paul Greengrass,"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}]",five came back,Guillermo del Toro Steven Spielberg Paul Greengrass Laurent Bouzereau War Documentary,War Documentary
Bailey Kobe,Julie McNiven,Shaun Sipos,Jessica Camacho,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",the babymoon,Julie McNiven Shaun Sipos Jessica Camacho Bailey Kobe Romance Action Adventure Comedy Drama,Romance Action Adventure Comedy Drama
Greg Barker,Jason Amerine,George W. Bush,Mark Nutsch,"[{'id': 99, 'name': 'Documentary'}]",legion of brothers,Jason Amerine George W. Bush Mark Nutsch Greg Barker Documentary,Documentary
Carla Simón,Laia Artigas,Bruna Cusí,David Verdaguer,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",summer 1993,Laia Artigas Bruna Cusí David Verdaguer Carla Simón Drama Family,Drama Family
Volker Schlöndorff,Stellan Skarsgård,Nina Hoss,Bronagh Gallagher,"[{'id': 18, 'name': 'Drama'}]",return to montauk,Stellan Skarsgård Nina Hoss Bronagh Gallagher Volker Schlöndorff Drama,Drama
Philippe Falardeau,Liev Schreiber,Naomi Watts,Elisabeth Moss,"[{'id': 18, 'name': 'Drama'}]",chuck,Liev Schreiber Naomi Watts Elisabeth Moss Philippe Falardeau Drama,Drama
Paul Currie,Michiel Huisman,Teresa Palmer,Sam Reid,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2:22,Michiel Huisman Teresa Palmer Sam Reid Paul Currie Drama Thriller,Drama Thriller
Christian Duguay,Dorian Le Clech,Batyste Fleurial,Patrick Bruel,"[{'id': 18, 'name': 'Drama'}]",a bag of marbles,Dorian Le Clech Batyste Fleurial Patrick Bruel Christian Duguay Drama,Drama
Brad Epstein,Alex Meneses,Faizon Love,Russell Peters,"[{'id': 35, 'name': 'Comedy'}]",ripped,Alex Meneses Faizon Love Russell Peters Brad Epstein Comedy,Comedy
Neill Blomkamp,Steve Boyle,Nic Rhind,Robert Hobbs,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",firebase,Steve Boyle Nic Rhind Robert Hobbs Neill Blomkamp Action Science Fiction War,Action Science Fiction War
Jeff Orlowski,Andrew Ackerman,Pim Bongaerts,Neal Cantin,"[{'id': 99, 'name': 'Documentary'}]",chasing coral,Andrew Ackerman Pim Bongaerts Neal Cantin Jeff Orlowski Documentary,Documentary
Alexandre O. Philippe,Guillermo del Toro,Peter Bogdanovich,Karyn Kusama,"[{'id': 99, 'name': 'Documentary'}]",78/52,Guillermo del Toro Peter Bogdanovich Karyn Kusama Alexandre O. Philippe Documentary,Documentary
Kip Andersen Keegan Kuhn,Kip Andersen,Larry Baldwin,Neal Barnard,"[{'id': 99, 'name': 'Documentary'}]",what the health,Kip Andersen Larry Baldwin Neal Barnard Kip Andersen Keegan Kuhn Documentary,Documentary
Joe Miale,Lee Pace,Bérénice Marlohe,Jason Flemyng,"[{'id': 878, 'name': 'Science Fiction'}]",revolt,Lee Pace Bérénice Marlohe Jason Flemyng Joe Miale Science Fiction,Science Fiction
Timothy Woodward Jr.,Luke Hemsworth,Trace Adkins,Bruce Dern,"[{'id': 37, 'name': 'Western'}]",hickok,Luke Hemsworth Trace Adkins Bruce Dern Timothy Woodward Jr. Western,Western
Joshua Tunick,Anthony Rapp,Alona Tal,Alyson Hannigan,"[{'id': 18, 'name': 'Drama'}]",do you take this man,Anthony Rapp Alona Tal Alyson Hannigan Joshua Tunick Drama,Drama
Nikolaj Arcel,Idris Elba,Matthew McConaughey,Tom Taylor,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",the dark tower,Idris Elba Matthew McConaughey Tom Taylor Nikolaj Arcel Action Western Science Fiction Fantasy Horror,Action Western Science Fiction Fantasy Horror
